gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
2840,384,251,0.7233,0.8033,0.5225,0.6450,0,train
2841,377,251,0.8000,0.8933,0.5150,0.6425,0,train
2842,377,251,0.9033,1.0000,0.5125,0.6450,0,train
2843,388,251,0.2400,0.3800,0.6900,0.8525,1,train
2844,388,251,0.4067,0.7633,0.6825,0.7950,1,train
2848,389,251,0.7700,0.9867,0.6875,0.8000,1,train
2849,390,252,0.0000,0.2867,0.2800,0.6750,1,train
2850,390,252,0.4567,0.6667,0.2350,0.6700,1,train
2851,390,252,0.2633,0.4600,0.6900,0.9300,1,train
2852,390,252,0.5333,0.7000,0.6850,0.9325,1,train
2853,390,252,0.6800,0.8500,0.6850,0.9375,1,train
2854,390,252,0.6400,0.8367,0.2275,0.6625,1,train
2855,390,252,0.8233,1.0000,0.2175,0.6800,1,train
2856,391,253,0.0550,0.2400,0.3600,1.0000,0,train
2857,391,253,0.2925,0.4100,0.3700,0.8733,0,train
2858,391,253,0.4050,0.5350,0.3767,0.9600,0,train
2860,391,253,0.6675,0.8100,0.3767,0.9600,1,train
2861,391,253,0.8000,0.9525,0.3767,0.9467,1,train
2862,384,254,0.0525,0.1800,0.0000,0.1967,0,train
2863,384,254,0.2075,0.2900,0.0000,0.1767,0,train
2864,384,254,0.2875,0.4200,0.0000,0.1800,0,train
2865,384,254,0.4250,0.5550,0.0000,0.1867,0,train
2866,384,254,0.5575,0.6925,0.0000,0.1867,0,train
2867,384,254,0.6875,0.8150,0.0000,0.1900,0,train
2868,384,254,0.8150,0.9500,0.0000,0.1967,0,train
2869,384,254,0.0450,0.1400,0.1933,0.4567,1,train
2870,384,254,0.1350,0.2775,0.1667,0.4600,0,train
2871,384,254,0.2725,0.4100,0.1733,0.4667,0,train
2872,384,254,0.4100,0.5450,0.1767,0.4667,0,train
2873,384,254,0.5475,0.6775,0.1833,0.4667,0,train
2874,384,254,0.6750,0.8125,0.1833,0.4733,0,train
2875,384,254,0.8100,0.9375,0.1900,0.4700,0,train
2876,384,254,0.9375,1.0000,0.2033,0.4733,0,train
2877,825,254,0.0175,0.1500,0.7167,1.0000,0,train
2878,825,254,0.1525,0.2825,0.7167,1.0000,0,train
2879,825,254,0.2800,0.4125,0.7133,0.9967,0,train
2880,825,254,0.4100,0.5325,0.6867,1.0000,0,train
2881,825,254,0.5375,0.6650,0.7000,1.0000,0,train
2882,384,254,0.6550,0.7750,0.5967,0.9333,0,train
2883,384,254,0.7900,0.9750,0.6167,1.0000,1,train
2884,391,255,0.0000,0.0950,0.1933,0.4967,0,train
2885,391,255,0.0900,0.1850,0.1933,0.5000,0,train
2886,391,255,0.1800,0.2800,0.1967,0.5000,0,train
2887,391,255,0.2775,0.3700,0.1967,0.5000,1,train
2888,391,255,0.3700,0.4600,0.1933,0.5000,0,train
2889,391,255,0.4575,0.5325,0.2067,0.5000,1,train
2890,391,255,0.5325,0.6225,0.2000,0.5033,1,train
2891,391,255,0.6175,0.6975,0.2133,0.4900,0,train
2892,391,255,0.6950,0.7900,0.2067,0.5000,0,train
2894,393,255,0.1925,0.2850,0.6900,0.9933,0,train
2895,393,255,0.2900,0.3725,0.6900,0.9833,0,train
2896,393,255,0.3700,0.4575,0.6833,0.9800,0,train
2897,393,255,0.4625,0.5525,0.6733,0.9633,0,train
2898,393,255,0.5600,0.6425,0.6800,0.9867,0,train
2899,393,255,0.6500,0.7325,0.6900,0.9900,0,train
2901,393,255,0.8600,0.9600,0.6667,0.9500,0,train
2902,394,256,0.0000,0.1767,0.1525,0.3200,0,train
2903,394,256,0.1667,0.3067,0.1575,0.3075,0,train
2904,394,256,0.2933,0.4367,0.1525,0.2975,0,train
2905,394,256,0.4167,0.5600,0.1300,0.2925,0,train
2906,394,256,0.5500,0.7000,0.1025,0.2850,0,train
2907,394,256,0.6967,0.8500,0.0900,0.2775,0,train
2908,394,256,0.8500,1.0000,0.0825,0.2625,0,train
2909,391,256,0.0533,0.2067,0.4150,0.6475,0,train
2910,391,256,0.1933,0.3300,0.4075,0.6400,1,train
2911,391,256,0.3067,0.4567,0.3975,0.6325,1,train
2912,391,256,0.5433,0.6767,0.3850,0.6225,1,train
2913,391,256,0.6633,0.7867,0.3750,0.5925,0,train
2914,391,256,0.7833,0.9133,0.3650,0.5925,0,train
2915,393,256,0.1267,0.2667,0.7650,0.9850,0,train
2916,393,256,0.2567,0.3800,0.7500,0.9775,0,train
2917,393,256,0.3667,0.4900,0.7425,0.9725,0,train
2918,393,256,0.4900,0.6133,0.7225,0.9500,0,train
2919,393,256,0.6167,0.7367,0.7375,0.9725,0,train
2920,393,256,0.7400,0.8600,0.7400,0.9775,0,train
2922,394,257,0.0167,0.1967,0.0575,0.2625,0,train
2923,394,257,0.1900,0.3633,0.0575,0.2650,0,train
2924,394,257,0.3600,0.5233,0.0575,0.2675,0,train
2925,394,257,0.5233,0.6833,0.0550,0.2625,0,train
2926,394,257,0.6867,0.8533,0.0575,0.2625,0,train
2927,391,257,0.0900,0.2400,0.3725,0.6200,0,train
2930,391,257,0.4567,0.5833,0.3725,0.6100,0,train
2931,391,257,0.5833,0.7200,0.3700,0.6150,0,train
2932,391,257,0.7133,0.8500,0.3700,0.6150,1,train
2933,391,257,0.8467,0.9967,0.3700,0.6150,0,train
2936,393,257,0.1067,0.2333,0.7450,0.9725,0,train
2937,393,257,0.2233,0.3467,0.7450,0.9775,0,train
2938,393,257,0.3500,0.4700,0.7400,0.9725,0,train
2939,393,257,0.4667,0.5767,0.7225,0.9500,1,train
2940,393,257,0.6033,0.7267,0.7350,0.9650,1,train
2941,393,257,0.8000,0.9300,0.7400,0.9650,0,train
2942,393,257,0.9267,1.0000,0.7325,0.9525,1,train
2943,393,257,0.7200,0.8100,0.7125,0.9250,1,train
2944,395,258,0.0625,0.1650,0.1167,0.5800,0,train
2946,395,258,0.1650,0.2625,0.1267,0.5833,0,train
2947,395,258,0.2600,0.3500,0.1300,0.5833,0,train
2948,395,258,0.3525,0.4425,0.1300,0.5800,0,train
2949,395,258,0.4500,0.5325,0.1800,0.5833,1,train
2950,396,258,0.5875,0.6650,0.1967,0.5867,0,train
2951,396,258,0.6775,0.7725,0.1500,0.5833,0,train
2952,396,258,0.7700,0.8500,0.1567,0.5800,0,train
2953,396,258,0.8475,0.9400,0.1533,0.5833,0,train
2955,394,258,0.0000,0.1025,0.7967,0.9967,0,train
2956,394,258,0.1000,0.2175,0.7867,1.0000,0,train
2957,394,258,0.2125,0.3225,0.7933,1.0000,0,train
2958,394,258,0.3225,0.4275,0.7867,1.0000,0,train
2959,394,258,0.4250,0.5275,0.7833,1.0000,0,train
2960,394,258,0.5250,0.6300,0.7633,1.0000,0,train
2961,394,258,0.6200,0.7050,0.7433,0.9767,0,train
2962,394,258,0.7000,0.7725,0.7400,0.9400,0,train
2963,394,258,0.7700,0.8525,0.7367,0.9400,0,train
2964,394,258,0.8550,0.9375,0.7300,0.9400,0,train
2966,396,259,0.2433,0.3267,0.0650,0.3475,0,train
2967,396,259,0.3233,0.4400,0.0050,0.3475,0,train
2968,396,259,0.4400,0.5567,0.0125,0.3525,0,train
2969,396,259,0.5567,0.6767,0.0125,0.3525,0,train
2971,396,259,0.7933,0.9067,0.0250,0.3575,0,train
2972,396,259,0.9033,1.0000,0.0125,0.3550,1,train
2973,394,259,0.0833,0.2400,0.5025,0.6750,0,train
2974,394,259,0.2400,0.3700,0.4925,0.6575,0,train
2975,394,259,0.3733,0.4900,0.4950,0.6425,0,train
2976,394,259,0.4900,0.6067,0.4950,0.6425,0,train
2977,394,259,0.6033,0.7200,0.4925,0.6425,0,train
2978,394,259,0.7200,0.8633,0.5000,0.6600,0,train
2979,394,259,0.8633,0.9800,0.4975,0.6600,0,train
2980,391,259,0.0200,0.1500,0.7450,0.9925,0,train
2981,391,259,0.1533,0.2733,0.7375,0.9800,0,train
2982,391,259,0.2667,0.3967,0.7375,0.9850,0,train
2983,391,259,0.3900,0.5033,0.7325,0.9750,0,train
2984,391,259,0.5033,0.6267,0.7350,0.9750,0,train
2985,391,259,0.6200,0.7033,0.7300,0.9425,1,train
2987,391,259,0.8133,0.8900,0.7350,0.9125,1,train
2988,391,259,0.8867,1.0000,0.7350,0.9200,0,train
2989,397,260,0.0000,0.1150,0.0467,0.4167,0,train
2990,397,260,0.1700,0.2650,0.0600,0.4300,0,train
2991,397,260,0.2600,0.3425,0.0833,0.4333,0,train
2992,397,260,0.3375,0.4250,0.0800,0.4367,0,train
2993,397,260,0.4200,0.5000,0.0867,0.4367,0,train
2994,397,260,0.5000,0.5775,0.0967,0.4433,0,train
2995,398,260,0.5725,0.6825,0.0600,0.4467,0,train
2996,398,260,0.6800,0.7875,0.0667,0.4500,0,train
2997,398,260,0.7725,0.8850,0.0800,0.4567,0,train
2998,398,260,0.8675,0.9850,0.0867,0.4633,0,train
2999,395,260,0.0150,0.1375,0.6033,1.0000,0,train
3000,395,260,0.1225,0.2300,0.6100,1.0000,0,train
3001,395,260,0.2200,0.3200,0.6067,1.0000,0,train
3003,396,260,0.4725,0.5475,0.6300,1.0000,0,train
3004,396,260,0.5475,0.6425,0.6200,1.0000,0,train
3005,396,260,0.6325,0.7225,0.6200,1.0000,0,train
3006,396,260,0.7100,0.8100,0.6267,1.0000,0,train
3007,396,260,0.8600,0.9625,0.6300,1.0000,0,train
3008,397,261,0.0000,0.0900,0.0100,0.3800,0,train
3009,398,261,0.1800,0.2925,0.0000,0.3733,0,train
3010,398,261,0.2875,0.4025,0.0000,0.3833,0,train
3011,398,261,0.3975,0.5100,0.0000,0.3867,0,train
3012,398,261,0.5050,0.6150,0.0000,0.3833,0,train
3013,398,261,0.6150,0.7400,0.0000,0.3800,0,train
3014,398,261,0.7375,0.8600,0.0000,0.3867,0,train
3015,398,261,0.8975,1.0000,0.0533,0.3900,0,train
3016,396,261,0.0025,0.1125,0.5533,1.0000,0,train
3017,396,261,0.0975,0.2025,0.5567,1.0000,0,train
3018,396,261,0.1875,0.2775,0.5567,1.0000,0,train
3020,396,261,0.3600,0.4500,0.5633,1.0000,0,train
3021,396,261,0.4450,0.5325,0.5600,1.0000,0,train
3022,396,261,0.5325,0.6200,0.5633,1.0000,0,train
3024,396,261,0.7375,0.8350,0.5767,1.0000,0,train
3025,384,261,0.8225,0.9200,0.5800,0.7900,0,train
3026,384,261,0.8325,0.9375,0.7900,1.0000,0,train
3027,384,261,0.9125,0.9850,0.5967,0.7900,0,train
3028,382,262,0.0233,0.1633,0.0125,0.2975,0,train
3029,382,262,0.1467,0.2867,0.0125,0.2925,0,train
3030,382,262,0.2733,0.4133,0.0125,0.2850,0,train
3031,382,262,0.3933,0.5267,0.0050,0.2825,0,train
3032,382,262,0.5133,0.6567,0.0000,0.2800,0,train
3033,382,262,0.6367,0.7667,0.0000,0.2750,0,train
3034,382,262,0.8300,0.9467,0.0225,0.2650,0,train
3035,384,262,0.0133,0.1400,0.3700,0.5350,0,train
3036,384,262,0.1400,0.2633,0.3700,0.5300,0,train
3037,384,262,0.2500,0.3633,0.3625,0.5250,0,train
3038,384,262,0.3567,0.4733,0.3600,0.5175,0,train
3039,384,262,0.4667,0.5600,0.3675,0.5125,0,train
3040,384,262,0.5567,0.6567,0.3625,0.5125,0,train
3041,384,262,0.6500,0.7567,0.3575,0.5100,0,train
3042,384,262,0.7467,0.8533,0.3525,0.5050,0,train
3043,384,262,0.8467,0.9567,0.3475,0.5000,0,train
3044,388,262,0.2000,0.3900,0.5375,0.7225,1,train
3045,388,262,0.4300,0.9300,0.5300,0.6600,1,train
3050,389,263,0.0000,0.3175,0.1700,0.7967,1,train
3051,389,263,0.4225,0.6325,0.3300,1.0000,1,train
3053,385,264,0.2533,0.5200,0.3600,0.7950,1,train
3055,385,264,0.1333,0.6167,0.2250,0.3775,1,train
3059,380,265,0.0000,0.1100,0.0000,0.1775,1,train
3060,380,265,0.1033,0.2800,0.0000,0.1825,0,train
3061,380,265,0.3833,0.5300,0.0000,0.1925,0,train
3062,380,265,0.2767,0.3900,0.0050,0.1900,0,train
3063,380,265,0.5267,0.6633,0.0000,0.2000,0,train
3064,380,265,0.6633,0.7633,0.0250,0.2000,0,train
3065,377,265,0.8000,0.9700,0.0000,0.2075,0,train
3066,377,265,0.0333,0.2067,0.2575,0.4875,0,train
3067,377,265,0.2067,0.3667,0.2650,0.4875,0,train
3068,377,265,0.3633,0.5067,0.2700,0.4850,0,train
3069,377,265,0.5133,0.6567,0.2725,0.4825,0,train
3070,377,265,0.6533,0.7967,0.2825,0.4800,0,train
3071,377,265,0.8400,0.9733,0.2875,0.4650,0,train
3073,385,265,0.2467,0.4633,0.7300,1.0000,1,train
3074,385,265,0.4433,0.6233,0.7075,1.0000,1,train
3076,385,265,0.1667,0.5800,0.6550,0.7550,1,train
3077,10,266,0.1975,0.3675,0.0567,0.4633,0,train
3078,10,266,0.3625,0.5750,0.0300,0.4700,0,train
3079,10,266,0.5775,0.7775,0.0500,0.4667,0,train
3080,10,266,0.7750,0.9900,0.0300,0.4533,1,train
3081,402,266,0.0000,0.1575,0.6733,1.0000,1,train
3082,400,266,0.2050,0.3600,0.6800,1.0000,0,train
3083,400,266,0.3625,0.4950,0.6600,1.0000,0,train
3084,400,266,0.4900,0.6400,0.6867,1.0000,0,train
3086,401,266,0.7850,0.9875,0.5733,1.0000,0,train
3087,399,267,0.0000,0.1675,0.0267,0.4100,0,train
3088,399,267,0.1650,0.3625,0.0033,0.4100,0,train
3089,399,267,0.3600,0.5700,0.0033,0.4167,0,train
3090,10,267,0.5675,0.7550,0.0067,0.4167,0,train
3091,10,267,0.7575,0.9775,0.0033,0.4367,0,train
3092,402,267,0.0000,0.1050,0.6500,1.0000,1,train
3093,402,267,0.1050,0.3025,0.6467,1.0000,0,train
3094,402,267,0.3050,0.5100,0.6500,1.0000,0,train
3095,400,267,0.5625,0.7100,0.6233,1.0000,0,train
3096,400,267,0.7100,0.8350,0.6333,1.0000,0,train
3097,400,267,0.8325,0.9750,0.6400,1.0000,0,train
3098,399,268,0.0000,0.2400,0.2400,0.5325,0,train
3099,399,268,0.2333,0.5067,0.2325,0.5400,0,train
3100,10,268,0.5100,0.7567,0.2375,0.5425,0,train
3101,10,268,0.7567,1.0000,0.2325,0.5575,0,train
3102,402,268,0.1533,0.4367,0.7150,1.0000,0,train
3103,400,268,0.5100,0.7200,0.6925,1.0000,0,train
3104,400,268,0.7067,0.9033,0.6925,1.0000,0,train
3105,403,269,0.0033,0.2667,0.0000,0.2000,1,train
3106,10,269,0.2733,0.5333,0.0000,0.1975,1,train
3107,10,269,0.5367,0.8233,0.0000,0.2100,1,train
3108,10,269,0.8233,1.0000,0.0000,0.1975,1,train
3109,402,269,0.0000,0.2433,0.3800,0.6775,0,train
3110,400,269,0.3100,0.5133,0.3675,0.6450,0,train
3111,400,269,0.5067,0.6800,0.3700,0.6400,0,train
3112,400,269,0.6733,0.8600,0.3750,0.6275,0,train
3113,16,269,0.0000,0.1967,0.7225,1.0000,0,train
3114,16,269,0.1767,0.4033,0.7075,0.9925,0,train
3115,15,269,0.3967,0.6200,0.7450,1.0000,0,train
3116,15,269,0.6233,0.8600,0.7575,1.0000,0,train
3117,15,269,0.8500,1.0000,0.7400,0.9800,0,train
3118,401,270,0.0767,0.3567,0.2700,0.6300,0,train
3119,401,270,0.3400,0.5900,0.2775,0.6225,0,train
3120,401,270,0.5900,0.8400,0.2525,0.6325,0,train
3121,401,270,0.8467,1.0000,0.2375,0.6325,0,train
3122,15,270,0.0133,0.2267,0.7475,0.9950,0,train
3123,401,270,0.2333,0.4067,0.6875,0.9650,0,train
3124,401,270,0.4000,0.6200,0.6900,1.0000,0,train
3125,401,270,0.6133,0.8600,0.6925,1.0000,0,train
3126,401,270,0.8533,1.0000,0.6800,0.9750,1,train
3127,404,271,0.0000,0.0925,0.1367,0.4500,0,train
3128,404,271,0.0900,0.2150,0.1233,0.4500,0,train
3129,404,271,0.2150,0.3375,0.1067,0.4467,0,train
3130,405,271,0.3250,0.4275,0.1667,0.4500,0,train
3131,405,271,0.4250,0.5300,0.1767,0.4500,0,train
3132,405,271,0.5350,0.6425,0.1700,0.4567,0,train
3133,405,271,0.6475,0.7600,0.1733,0.4500,0,train
3134,405,271,0.7550,0.8725,0.1700,0.4467,0,train
3135,405,271,0.8575,0.9825,0.1433,0.4500,0,train
3136,10,271,0.0000,0.1275,0.6400,1.0000,1,train
3137,10,271,0.1225,0.3100,0.6300,1.0000,0,train
3138,406,271,0.3250,0.4950,0.5633,1.0000,0,train
3139,406,271,0.4825,0.6700,0.5433,1.0000,0,train
3140,406,271,0.6725,0.8700,0.5433,1.0000,0,train
3141,401,271,0.8625,0.9950,0.5667,1.0000,0,train
3142,407,272,0.0000,0.1075,0.0800,0.4067,0,train
3143,407,272,0.0975,0.2350,0.0733,0.4100,0,train
3144,407,272,0.2325,0.3750,0.0667,0.4133,0,train
3145,404,272,0.3825,0.5150,0.0967,0.4133,0,train
3146,404,272,0.5150,0.6725,0.0767,0.4167,0,train
3147,404,272,0.6550,0.8050,0.0767,0.4200,0,train
3148,404,272,0.7900,0.9225,0.0467,0.4167,0,train
3149,399,272,0.0000,0.2200,0.5867,1.0000,0,train
3150,10,272,0.2100,0.3925,0.5967,1.0000,0,train
3151,10,272,0.3925,0.6025,0.6000,1.0000,0,train
3152,10,272,0.5925,0.7975,0.6300,1.0000,0,train
3153,10,272,0.7800,1.0000,0.6167,0.9967,0,train
3154,399,273,0.0375,0.2350,0.0767,0.4767,0,train
3155,10,273,0.2425,0.4025,0.0900,0.4700,0,train
3156,10,273,0.4025,0.5900,0.0800,0.4867,0,train
3157,10,273,0.5900,0.7700,0.1100,0.4733,0,train
3158,10,273,0.7700,0.9650,0.0967,0.4767,1,train
3159,402,273,0.0000,0.1900,0.6733,1.0000,0,train
3160,400,273,0.2425,0.3850,0.6700,1.0000,0,train
3161,400,273,0.3875,0.5125,0.6633,1.0000,0,train
3162,400,273,0.5100,0.6450,0.6833,1.0000,0,train
3164,401,273,0.7775,0.9525,0.5800,1.0000,0,train
3165,403,274,0.0950,0.2800,0.0000,0.3700,0,train
3166,403,274,0.0000,0.1025,0.0000,0.3567,1,train
3167,399,274,0.2800,0.4850,0.0133,0.3833,0,train
3168,399,274,0.5025,0.6975,0.0167,0.4033,0,train
3169,399,274,0.6975,0.9050,0.0500,0.4267,0,train
3170,399,274,0.8850,1.0000,0.0533,0.4300,1,train
3171,408,274,0.0400,0.2600,0.4467,0.9567,0,train
3173,402,274,0.2450,0.4250,0.6867,0.9900,0,train
3174,402,274,0.4300,0.6175,0.6367,0.9900,0,train
3175,402,274,0.6150,0.7925,0.6400,0.9933,0,train
3176,402,274,0.7875,0.9525,0.6333,1.0000,0,train
3177,399,275,0.0200,0.3133,0.0000,0.1775,1,train
3178,399,275,0.3300,0.6200,0.0050,0.1800,1,train
3179,399,275,0.6167,0.9200,0.0000,0.1775,1,train
3180,402,275,0.0300,0.2867,0.4150,0.6400,0,train
3181,402,275,0.2867,0.5367,0.3900,0.6500,0,train
3182,402,275,0.5367,0.7700,0.3825,0.6425,0,train
3183,402,275,0.7667,1.0000,0.3675,0.6425,0,train
3185,16,275,0.0700,0.2767,0.6875,0.9650,0,train
3186,16,275,0.2700,0.4833,0.6975,1.0000,0,train
3187,16,275,0.4800,0.7167,0.6900,1.0000,0,train
3188,16,275,0.7067,0.9300,0.6975,1.0000,0,train
3189,409,276,0.0000,0.3000,0.1350,0.5675,0,train
3190,409,276,0.2867,0.6233,0.1175,0.5450,0,train
3191,409,276,0.6233,0.9900,0.1150,0.5550,0,train
3192,410,276,0.2933,0.5100,0.5975,0.9000,1,train
3193,410,276,0.5100,0.7300,0.5950,0.9000,1,train
3194,410,276,0.7833,1.0000,0.6425,0.9375,1,train
3195,409,277,0.1267,0.4800,0.1900,0.5925,0,train
3196,409,277,0.4667,0.8233,0.1625,0.5675,0,train
3197,411,277,0.3000,0.7800,0.6825,0.8075,1,train
3198,410,277,0.0367,0.2733,0.6675,0.9700,1,train
3199,411,277,0.3100,0.8567,0.8575,1.0000,1,train
3200,409,278,0.0450,0.3300,0.0000,0.5100,0,train
3201,409,278,0.3075,0.5675,0.0000,0.5000,0,train
3202,409,278,0.5450,0.8475,0.0000,0.4767,0,train
3203,14,278,0.8200,1.0000,0.0200,0.4533,0,train
3204,411,278,0.2000,0.5325,0.6167,0.7700,1,train
3205,410,278,0.0000,0.1900,0.5900,0.9600,1,train
3206,412,278,0.4975,0.9475,0.5200,0.7000,0,train
3207,13,279,0.0350,0.2400,0.0100,0.3900,0,train
3208,13,279,0.2375,0.4200,0.0533,0.3900,0,train
3209,13,279,0.4225,0.6075,0.0167,0.4033,0,train
3210,403,279,0.6075,0.8200,0.0000,0.4033,0,train
3211,403,279,0.8200,1.0000,0.0000,0.4167,0,train
3212,13,279,0.0400,0.2200,0.6333,0.9900,0,train
3213,13,279,0.2125,0.4075,0.6433,1.0000,0,train
3214,13,279,0.4025,0.5825,0.6233,1.0000,0,train
3215,408,279,0.5875,0.8300,0.5067,0.9967,0,train
3216,408,279,0.8075,1.0000,0.5067,0.9700,0,train
3217,13,280,0.0000,0.1700,0.2500,0.5325,1,train
3218,13,280,0.1633,0.4367,0.2300,0.5325,0,train
3219,403,280,0.4333,0.7167,0.1775,0.5275,0,train
3220,403,280,0.7133,0.9767,0.1825,0.5375,0,train
3221,13,280,0.0000,0.1800,0.7025,0.9950,1,train
3222,13,280,0.1733,0.4433,0.6850,1.0000,0,train
3223,408,280,0.4467,0.7633,0.6100,1.0000,0,train
3224,408,280,0.7533,1.0000,0.5900,0.9675,0,train
3225,13,281,0.0000,0.2267,0.2000,0.5100,0,train
3226,13,281,0.2367,0.5200,0.2125,0.5150,0,train
3227,13,281,0.5067,0.7733,0.2475,0.5150,0,train
3228,13,281,0.7633,1.0000,0.2150,0.5150,0,train
3229,13,281,0.0000,0.2167,0.6825,1.0000,0,train
3230,13,281,0.2300,0.4900,0.7025,1.0000,0,train
3231,13,281,0.4867,0.7500,0.7025,1.0000,0,train
3232,13,281,0.7300,0.9967,0.6750,0.9825,0,train
3233,13,282,0.0000,0.2267,0.0000,0.2225,1,train
3234,13,282,0.2267,0.4900,0.0000,0.2225,1,train
3235,13,282,0.4767,0.7233,0.0000,0.2300,0,train
3236,13,282,0.7233,0.9633,0.0000,0.2325,0,train
3237,13,282,0.0000,0.2433,0.3875,0.6525,0,train
3238,13,282,0.2400,0.4767,0.4050,0.6550,0,train
3239,13,282,0.4567,0.6767,0.4100,0.6450,0,train
3240,13,282,0.6700,0.8933,0.4000,0.6450,0,train
3241,12,282,0.0100,0.2700,0.7025,1.0000,0,train
3242,12,282,0.2400,0.4567,0.6975,1.0000,0,train
3243,12,282,0.4567,0.6933,0.6925,1.0000,0,train
3244,413,282,0.7933,1.0000,0.6925,0.9025,0,train
3245,12,283,0.0000,0.1900,0.0000,0.4833,1,train
3246,12,283,0.1725,0.3550,0.0067,0.4433,1,train
3247,413,283,0.3850,0.5700,0.0000,0.4400,0,train
3248,413,283,0.5675,0.7925,0.0000,0.4900,0,train
3249,413,283,0.7825,0.9950,0.0000,0.4967,0,train
3250,12,283,0.0000,0.1700,0.5733,1.0000,0,train
3251,12,283,0.1625,0.3400,0.6067,1.0000,0,train
3252,12,283,0.3325,0.5300,0.6000,1.0000,0,train
3253,413,283,0.5350,0.7250,0.6167,1.0000,0,train
3254,413,283,0.7150,0.9225,0.6067,1.0000,0,train
3255,403,284,0.0425,0.2650,0.0867,0.4967,0,train
3256,403,284,0.2650,0.4225,0.1233,0.4967,0,train
3257,403,284,0.4225,0.6150,0.1133,0.5067,0,train
3258,403,284,0.6100,0.7775,0.1200,0.5033,0,train
3259,403,284,0.7775,0.9225,0.1533,0.5033,0,train
3261,408,284,0.0000,0.2025,0.5667,1.0000,0,train
3262,408,284,0.2525,0.4725,0.5633,1.0000,0,train
3263,408,284,0.5500,0.7500,0.5600,1.0000,0,train
3264,408,284,0.7400,0.9250,0.5633,1.0000,0,train
3265,403,285,0.1400,0.3900,0.0000,0.2050,1,train
3266,403,285,0.3900,0.6033,0.0000,0.2175,0,train
3267,403,285,0.6067,0.8167,0.0000,0.2300,0,train
3268,403,285,0.8167,0.9967,0.0000,0.2375,0,train
3269,408,285,0.0767,0.3400,0.2550,0.6050,0,train
3270,408,285,0.3333,0.5767,0.2650,0.6100,0,train
3271,408,285,0.5667,0.7867,0.2825,0.6100,0,train
3272,408,285,0.7767,0.9667,0.3025,0.6075,0,train
3273,413,285,0.0000,0.1267,0.6900,1.0000,1,train
3274,413,285,0.1100,0.3367,0.6825,0.9725,0,train
3275,413,285,0.3333,0.5567,0.6900,0.9825,0,train
3276,413,285,0.5400,0.7467,0.6850,0.9825,0,train
3277,413,285,0.7333,0.9400,0.6725,0.9600,0,train
3278,401,286,0.1525,0.4000,0.0000,0.2300,1,train
3279,401,286,0.3975,0.6375,0.0000,0.2367,1,train
3280,401,286,0.6325,0.8125,0.0000,0.2333,1,train
3281,1026,286,0.7800,1.0000,0.4733,0.8833,0,train
3282,414,287,0.0133,0.3233,0.1900,0.5075,0,train
3283,414,287,0.3233,0.6367,0.1900,0.5150,0,train
3284,414,287,0.6367,0.9500,0.1900,0.5200,0,train
3285,1027,287,0.0000,0.2900,0.6775,0.9950,0,train
3286,1027,287,0.2867,0.5833,0.6700,1.0000,0,train
3287,1027,287,0.5867,0.8767,0.6625,1.0000,0,train
3288,1027,288,0.0000,0.2500,0.3150,0.6000,0,train
3289,1027,288,0.2367,0.5133,0.3150,0.5975,0,train
3290,1027,288,0.5100,0.7633,0.3150,0.5900,0,train
3291,1027,288,0.7633,0.9200,0.3400,0.5475,0,train
3292,416,289,0.3225,0.5675,0.0600,0.5000,0,train
3293,416,289,0.5675,0.8025,0.0467,0.4900,0,train
3294,416,289,0.7925,1.0000,0.0433,0.4767,0,train
3295,1025,289,0.3650,0.5675,0.6633,1.0000,0,train
3296,1025,289,0.5675,0.7600,0.6467,1.0000,0,train
3297,1025,289,0.7575,0.9650,0.6333,0.9967,0,train
3298,417,290,0.0725,0.2400,0.1400,0.4133,0,train
3299,418,290,0.2350,0.5000,0.2600,0.4167,0,train
3300,418,290,0.2400,0.4950,0.0967,0.2567,0,train
3301,418,290,0.4975,0.7550,0.2600,0.4133,0,train
3302,418,290,0.4900,0.7450,0.0933,0.2600,0,train
3303,418,290,0.7450,0.9900,0.1167,0.2800,0,train
3304,418,290,0.7550,1.0000,0.2800,0.4133,0,train
3305,417,291,0.0000,0.1875,0.0100,0.3367,0,train
3306,417,291,0.1875,0.3650,0.0100,0.3400,0,train
3307,417,291,0.3625,0.5475,0.0233,0.3400,0,train
3308,417,291,0.5500,0.7300,0.0300,0.3367,0,train
3309,418,291,0.7150,1.0000,0.0000,0.1633,0,train
3310,414,291,0.4875,0.7525,0.5600,1.0000,0,train
3311,414,291,0.7375,1.0000,0.5600,1.0000,0,train
3312,416,292,0.0000,0.3367,0.1750,0.5175,0,train
3313,416,292,0.3233,0.6500,0.1700,0.5075,0,train
3314,416,292,0.6467,0.9767,0.1625,0.5025,0,train
3315,1025,292,0.3467,0.6367,0.6275,0.9300,0,train
3316,1025,292,0.6300,0.9200,0.6225,0.9325,0,train
3317,416,293,0.0000,0.3633,0.1875,0.5325,0,train
3318,416,293,0.3333,0.6667,0.1750,0.5150,0,train
3319,416,293,0.6567,0.9733,0.1650,0.5050,0,train
3320,1025,293,0.3733,0.6833,0.6525,0.9650,0,train
3321,1025,293,0.6600,0.9567,0.6275,0.9575,0,train
3322,415,294,0.2275,0.4475,0.0433,0.4600,0,val-new-cl
3323,415,294,0.4450,0.6800,0.0167,0.5067,0,val-new-cl
